,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Kmeans_7,Cat
1824,465197,Female,Yes,60,Yes,Artist,1.0,High,4.0,Cat_6,1,Cat_1
1825,465201,Male,Yes,42,Yes,Entertainment,1.0,Average,4.0,Cat_3,6,Cat_6
1826,465202,Male,No,25,No,Entertainment,7.0,Low,4.0,Cat_6,2,Cat_2
1827,465203,Male,No,29,Yes,Healthcare,3.0,Low,3.0,Cat_6,0,Cat_0
1828,465204,Male,Yes,29,Yes,Healthcare,1.0,Low,2.0,Cat_6,4,Cat_4
1829,465213,Male,Yes,39,Yes,Entertainment,2.0,Average,2.0,Cat_6,6,Cat_6
1830,465214,Male,Yes,33,No,Engineer,14.0,Low,1.0,Cat_6,4,Cat_4
1831,465216,Male,Yes,35,Yes,Executive,9.0,High,4.0,Cat_6,1,Cat_1
1832,465226,Male,Yes,38,No,Entertainment,2.0,Low,3.0,Cat_6,4,Cat_4
1833,465228,Male,Yes,59,Yes,Artist,1.0,High,2.0,Cat_6,1,Cat_1
1834,465231,Male,Yes,67,No,Artist,1.0,Average,2.0,Cat_6,6,Cat_6
1835,465236,Male,Yes,45,Yes,Artist,1.0,Low,1.0,Cat_6,4,Cat_4
1837,465242,Male,No,19,No,Healthcare,5.0,Low,4.0,Cat_3,2,Cat_2
1838,465249,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,2,Cat_2
1839,465254,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_7,2,Cat_2
1840,465261,Female,No,23,Yes,Healthcare,1.0,Low,4.0,Cat_1,3,Cat_3
1841,465264,Male,Yes,80,No,Executive,0.0,Low,1.0,Cat_6,4,Cat_4
1842,465267,Male,Yes,40,No,Engineer,14.0,Average,5.0,Cat_4,6,Cat_6
1843,465274,Male,No,36,Yes,Artist,0.0,Low,1.0,Cat_4,0,Cat_0
1844,465285,Female,Yes,31,No,Engineer,8.0,Low,4.0,Cat_6,2,Cat_2
1845,465288,Female,Yes,20,No,Engineer,1.0,Low,2.0,Cat_4,5,Cat_5
1846,465289,Male,Yes,31,Yes,Executive,1.0,High,2.0,Cat_6,1,Cat_1
1847,465290,Male,Yes,50,Yes,Executive,0.0,High,5.0,Cat_6,1,Cat_1
1848,465294,Male,Yes,67,No,Lawyer,0.0,Low,2.0,Cat_6,4,Cat_4
1850,465296,Female,Yes,85,Yes,Lawyer,5.0,High,3.0,Cat_6,1,Cat_1
1851,465303,Female,Yes,65,Yes,Artist,1.0,Average,3.0,Cat_2,5,Cat_5
1852,465306,Male,Yes,71,No,Executive,1.0,Average,4.0,Cat_2,6,Cat_6
1853,465310,Female,No,20,No,Healthcare,1.0,Low,6.0,Cat_4,2,Cat_2
1854,465319,Male,No,20,No,Healthcare,0.0,Low,5.0,Cat_6,2,Cat_2
1856,465333,Female,Yes,37,Yes,Artist,4.0,Low,2.0,Cat_7,5,Cat_5
1857,465335,Male,Yes,59,No,Entertainment,1.0,Average,2.0,Cat_7,6,Cat_6
1858,465340,Female,No,29,Yes,Artist,3.0,Low,4.0,Cat_2,3,Cat_3
1859,465342,Male,Yes,85,Yes,Executive,0.0,High,2.0,Cat_6,1,Cat_1
1860,465344,Female,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6,1,Cat_1
1862,465351,Female,Yes,45,Yes,Artist,9.0,Average,2.0,Cat_6,5,Cat_5
1863,465352,Male,Yes,59,Yes,Entertainment,1.0,Average,4.0,Cat_6,6,Cat_6
1864,465354,Male,No,19,No,Doctor,0.0,Low,5.0,Cat_2,2,Cat_2
1865,465357,Female,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6,5,Cat_5
1866,465358,Female,Yes,73,Yes,Artist,0.0,High,2.0,Cat_6,1,Cat_1
1867,465359,Female,Yes,42,No,Artist,1.0,Low,1.0,Cat_6,3,Cat_3
1868,465364,Female,No,37,Yes,Doctor,7.0,Low,5.0,Cat_2,3,Cat_3
1869,465366,Female,No,38,Yes,Artist,8.0,Low,1.0,Cat_6,3,Cat_3
1870,465371,Female,No,41,Yes,Artist,1.0,Low,1.0,Cat_6,3,Cat_3
1871,465372,Female,No,40,Yes,Entertainment,0.0,Low,1.0,Cat_6,3,Cat_3
1872,465383,Female,Yes,30,Yes,Entertainment,0.0,Low,4.0,Cat_6,5,Cat_5
1873,465384,Male,Yes,56,Yes,Artist,0.0,High,2.0,Cat_6,1,Cat_1
1874,465391,Female,Yes,65,Yes,Lawyer,1.0,High,2.0,Cat_6,1,Cat_1
1875,465393,Male,Yes,35,Yes,Artist,5.0,Average,2.0,Cat_6,6,Cat_6
1876,465395,Female,Yes,37,No,Engineer,0.0,Average,5.0,Cat_4,5,Cat_5
1877,465399,Male,No,36,Yes,Entertainment,0.0,Low,1.0,Cat_4,0,Cat_0
1880,465410,Male,No,30,No,Healthcare,0.0,Low,4.0,Cat_5,2,Cat_2
1882,465419,Male,No,30,No,Artist,0.0,Low,3.0,Cat_6,2,Cat_2
1883,465423,Male,Yes,46,Yes,Entertainment,1.0,Average,4.0,Cat_7,6,Cat_6
1884,465428,Female,No,38,Yes,Engineer,1.0,Low,1.0,Cat_4,3,Cat_3
1886,465435,Female,No,31,Yes,Artist,5.0,Low,1.0,Cat_6,3,Cat_3
1887,465437,Male,Yes,45,Yes,Executive,4.0,High,5.0,Cat_6,1,Cat_1
1888,465440,Male,Yes,55,No,Engineer,1.0,Low,5.0,Cat_6,4,Cat_4
1889,465441,Female,Yes,51,Yes,Engineer,2.0,Low,1.0,Cat_4,3,Cat_3
1890,465445,Female,No,29,Yes,Homemaker,5.0,Low,7.0,Cat_6,3,Cat_3
1891,465458,Female,Yes,74,Yes,Artist,1.0,High,2.0,Cat_6,1,Cat_1
1892,465461,Male,Yes,69,No,Entertainment,1.0,Average,3.0,Cat_6,6,Cat_6
1896,465471,Male,Yes,39,Yes,Artist,0.0,Low,1.0,Cat_6,4,Cat_4
1898,465473,Female,No,59,Yes,Artist,4.0,Low,1.0,Cat_6,3,Cat_3
1899,465477,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_2,2,Cat_2
1900,465479,Male,No,33,No,Artist,0.0,Low,1.0,Cat_4,2,Cat_2
1901,465482,Male,No,31,No,Entertainment,9.0,Low,2.0,Cat_2,2,Cat_2
1902,465483,Male,Yes,46,No,Artist,0.0,Average,3.0,Cat_6,6,Cat_6
1903,465484,Female,Yes,63,Yes,Artist,0.0,Low,2.0,Cat_6,5,Cat_5
1904,465488,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_6,2,Cat_2
1905,465489,Female,No,53,Yes,Engineer,1.0,Low,5.0,Cat_6,3,Cat_3
1906,465492,Male,Yes,59,No,Entertainment,1.0,Low,1.0,Cat_2,4,Cat_4
1908,465505,Male,Yes,63,Yes,Artist,1.0,Average,4.0,Cat_6,6,Cat_6
1909,465507,Male,Yes,35,Yes,Artist,8.0,Low,1.0,Cat_6,4,Cat_4
1910,465508,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,2,Cat_2
1911,465510,Male,Yes,67,No,Lawyer,0.0,High,2.0,Cat_6,1,Cat_1
1912,465518,Female,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_4,5,Cat_5
1913,465520,Female,No,27,Yes,Artist,0.0,Low,8.0,Cat_2,3,Cat_3
1914,465521,Female,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_7,5,Cat_5
1915,465522,Female,No,33,Yes,Healthcare,4.0,Low,8.0,Cat_5,3,Cat_3
1916,465529,Female,No,32,No,Doctor,0.0,Low,4.0,Cat_6,2,Cat_2
1918,465539,Female,Yes,50,Yes,Artist,1.0,High,5.0,Cat_6,5,Cat_5
1919,465541,Female,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_7,5,Cat_5
1920,465543,Female,Yes,41,Yes,Healthcare,1.0,Average,2.0,Cat_3,5,Cat_5
1922,465550,Female,No,33,Yes,Healthcare,1.0,Low,6.0,Cat_3,3,Cat_3
1924,465554,Female,No,78,Yes,Lawyer,1.0,Low,3.0,Cat_6,3,Cat_3
1926,465558,Female,No,40,Yes,Healthcare,8.0,Low,1.0,Cat_7,3,Cat_3
1927,465568,Male,Yes,43,Yes,Executive,2.0,High,3.0,Cat_6,1,Cat_1
1928,465569,Male,Yes,36,Yes,Artist,0.0,High,3.0,Cat_6,1,Cat_1
1929,465571,Male,Yes,35,Yes,Entertainment,1.0,Average,2.0,Cat_2,6,Cat_6
1930,465577,Male,No,30,No,Healthcare,0.0,Low,4.0,Cat_3,2,Cat_2
1931,465584,Male,Yes,47,No,Entertainment,3.0,Average,2.0,Cat_6,6,Cat_6
1932,465586,Male,Yes,69,No,Artist,0.0,Low,1.0,Cat_6,4,Cat_4
1934,465594,Male,Yes,33,No,Executive,4.0,Low,6.0,Cat_3,4,Cat_4
1935,465598,Male,No,27,Yes,Healthcare,6.0,Low,5.0,Cat_2,0,Cat_0
1936,465600,Male,Yes,38,Yes,Engineer,6.0,Low,2.0,Cat_3,4,Cat_4
1938,465602,Male,Yes,27,Yes,Artist,10.0,Low,2.0,Cat_3,4,Cat_4
1940,465605,Female,Yes,52,Yes,Engineer,4.0,Low,1.0,Cat_3,3,Cat_3
1941,465611,Male,No,53,Yes,Doctor,0.0,Low,1.0,Cat_6,0,Cat_0
1942,465612,Male,Yes,43,Yes,Artist,8.0,Average,2.0,Cat_6,6,Cat_6
1943,465616,Male,Yes,42,Yes,Doctor,8.0,Low,2.0,Cat_6,4,Cat_4
1944,465621,Male,No,36,Yes,Doctor,9.0,Low,1.0,Cat_6,0,Cat_0
1945,465625,Male,No,36,Yes,Artist,14.0,Low,2.0,Cat_6,0,Cat_0
1946,465627,Female,No,40,Yes,Healthcare,1.0,Low,1.0,Cat_6,3,Cat_3
1947,465629,Male,Yes,47,Yes,Entertainment,2.0,Average,3.0,Cat_6,6,Cat_6
1948,465635,Male,No,30,No,Doctor,1.0,Low,2.0,Cat_4,2,Cat_2
1950,465640,Male,Yes,45,Yes,Artist,5.0,Average,2.0,Cat_6,6,Cat_6
1951,465644,Male,No,33,Yes,Healthcare,0.0,Low,5.0,Cat_6,0,Cat_0
1952,465645,Female,No,40,Yes,Artist,8.0,Low,2.0,Cat_6,3,Cat_3
1953,465649,Female,Yes,36,Yes,Marketing,5.0,Low,1.0,Cat_6,3,Cat_3
1954,465651,Male,No,32,No,Engineer,0.0,Low,4.0,Cat_6,2,Cat_2
1955,465653,Female,Yes,51,Yes,Artist,0.0,Low,2.0,Cat_6,5,Cat_5
1956,465655,Female,No,49,Yes,Artist,0.0,Low,1.0,Cat_6,3,Cat_3
1958,465658,Male,Yes,72,Yes,Artist,1.0,Average,4.0,Cat_6,6,Cat_6
1959,465663,Female,No,70,Yes,Artist,0.0,Low,2.0,Cat_6,3,Cat_3
1960,465667,Male,No,21,No,Healthcare,0.0,Low,3.0,Cat_2,2,Cat_2
1961,465668,Male,No,21,No,Healthcare,1.0,Low,5.0,Cat_4,2,Cat_2
1962,465669,Female,Yes,41,No,Entertainment,4.0,Average,4.0,Cat_4,5,Cat_5
1963,465670,Female,No,49,No,Engineer,12.0,Low,1.0,Cat_4,3,Cat_3
1964,465675,Female,No,51,No,Entertainment,0.0,Low,1.0,Cat_4,3,Cat_3
1965,465680,Male,Yes,28,No,Healthcare,0.0,Average,5.0,Cat_4,6,Cat_6
1966,465685,Male,No,37,Yes,Healthcare,5.0,Low,2.0,Cat_3,0,Cat_0
1968,465689,Male,No,19,No,Healthcare,8.0,Low,4.0,Cat_3,2,Cat_2
1970,465697,Female,Yes,51,No,Artist,6.0,Low,1.0,Cat_6,3,Cat_3
1971,465703,Male,Yes,26,No,Entertainment,3.0,Low,2.0,Cat_4,4,Cat_4
1972,465704,Male,Yes,61,No,Artist,0.0,Low,1.0,Cat_6,4,Cat_4
1973,465705,Female,Yes,51,Yes,Artist,0.0,Average,4.0,Cat_6,5,Cat_5
1974,465706,Female,Yes,45,Yes,Artist,0.0,Average,3.0,Cat_6,5,Cat_5
1975,465721,Male,Yes,29,Yes,Entertainment,1.0,High,2.0,Cat_3,1,Cat_1
1977,465725,Male,No,25,Yes,Doctor,1.0,Low,2.0,Cat_3,0,Cat_0
1978,465727,Male,No,40,No,Marketing,0.0,Low,5.0,Cat_4,2,Cat_2
1980,465733,Male,Yes,32,Yes,Entertainment,1.0,Average,2.0,Cat_4,6,Cat_6
1981,465734,Male,Yes,38,Yes,Artist,0.0,Low,3.0,Cat_1,4,Cat_4
1982,465736,Female,No,38,Yes,Artist,8.0,Low,2.0,Cat_3,3,Cat_3
1983,465737,Female,Yes,48,Yes,Engineer,7.0,Low,3.0,Cat_3,5,Cat_5
1984,465740,Female,No,71,Yes,Doctor,0.0,Low,1.0,Cat_6,3,Cat_3
1985,465742,Female,Yes,46,Yes,Artist,3.0,Low,3.0,Cat_6,5,Cat_5
1986,465751,Female,Yes,46,Yes,Artist,9.0,Low,2.0,Cat_6,5,Cat_5
1987,465753,Female,Yes,49,Yes,Artist,7.0,Low,2.0,Cat_6,5,Cat_5
1988,465766,Male,Yes,43,No,Entertainment,0.0,Low,3.0,Cat_4,4,Cat_4
1989,465768,Female,No,38,Yes,Artist,6.0,Low,4.0,Cat_4,3,Cat_3
1990,465769,Male,No,25,Yes,Healthcare,8.0,Low,4.0,Cat_6,0,Cat_0
1991,465772,Female,Yes,46,Yes,Engineer,0.0,Low,4.0,Cat_1,5,Cat_5
1992,465775,Female,No,28,Yes,Engineer,9.0,Low,3.0,Cat_6,3,Cat_3
1993,465776,Female,No,41,Yes,Entertainment,5.0,Low,4.0,Cat_6,3,Cat_3
1994,465777,Female,No,32,Yes,Artist,9.0,Low,5.0,Cat_6,3,Cat_3
1995,465784,Female,No,21,No,Healthcare,0.0,Low,4.0,Cat_3,2,Cat_2
1996,465788,Male,No,22,No,Healthcare,1.0,Low,6.0,Cat_4,2,Cat_2
1997,465793,Male,No,27,No,Healthcare,0.0,Low,5.0,Cat_4,2,Cat_2
1998,465797,Male,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_2,6,Cat_6
1999,465804,Female,Yes,68,No,Engineer,0.0,Low,1.0,Cat_4,4,Cat_4
2000,465809,Female,No,25,No,Homemaker,1.0,Low,7.0,Cat_4,2,Cat_2
2001,465811,Male,No,28,No,Healthcare,1.0,Low,4.0,Cat_4,2,Cat_2
2002,465813,Male,No,28,No,Marketing,2.0,Low,8.0,Cat_4,2,Cat_2
2003,465818,Male,No,27,No,Entertainment,1.0,Low,3.0,Cat_4,2,Cat_2
2004,465823,Male,Yes,67,No,Entertainment,5.0,Average,4.0,Cat_4,6,Cat_6
2005,465826,Male,Yes,46,No,Executive,4.0,Low,9.0,Cat_4,4,Cat_4
2006,465828,Female,No,33,No,Entertainment,8.0,Low,4.0,Cat_4,2,Cat_2
2007,465829,Female,Yes,40,Yes,Doctor,6.0,Average,3.0,Cat_4,5,Cat_5
2009,465831,Male,Yes,42,No,Executive,0.0,High,5.0,Cat_4,1,Cat_1
2011,465841,Female,No,51,Yes,Engineer,3.0,Low,1.0,Cat_6,3,Cat_3
2012,465848,Female,No,27,Yes,Healthcare,0.0,Low,1.0,Cat_7,3,Cat_3
2013,465849,Female,No,25,Yes,Doctor,7.0,Low,3.0,Cat_4,3,Cat_3
2014,465851,Female,Yes,51,No,Artist,9.0,High,2.0,Cat_4,1,Cat_1
2016,465857,Female,No,35,Yes,Doctor,0.0,Low,1.0,Cat_6,3,Cat_3
2018,465863,Male,No,30,No,Healthcare,6.0,Low,3.0,Cat_6,2,Cat_2
2019,465865,Female,No,41,Yes,Healthcare,9.0,Low,1.0,Cat_6,3,Cat_3
2020,465866,Male,Yes,42,Yes,Artist,6.0,Low,3.0,Cat_6,4,Cat_4
2021,465867,Female,Yes,40,Yes,Artist,8.0,High,5.0,Cat_6,5,Cat_5
2022,465873,Male,No,36,Yes,Entertainment,13.0,Low,1.0,Cat_6,0,Cat_0
2023,465875,Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,3,Cat_3
2024,465884,Male,Yes,40,Yes,Executive,7.0,High,3.0,Cat_6,1,Cat_1
2025,465893,Female,Yes,40,Yes,Engineer,1.0,Average,2.0,Cat_6,5,Cat_5
2026,465894,Male,No,28,Yes,Artist,9.0,Low,6.0,Cat_6,0,Cat_0
2028,465916,Male,No,41,Yes,Artist,4.0,Low,1.0,Cat_6,0,Cat_0
2029,465923,Female,No,28,Yes,Engineer,9.0,Low,5.0,Cat_6,3,Cat_3
2030,465925,Male,No,30,Yes,Healthcare,1.0,Low,1.0,Cat_6,0,Cat_0
2031,465927,Female,No,30,Yes,Healthcare,1.0,Low,1.0,Cat_6,3,Cat_3
2032,465930,Female,No,38,Yes,Artist,9.0,Low,2.0,Cat_6,3,Cat_3
2033,465931,Male,Yes,43,Yes,Artist,7.0,Low,1.0,Cat_7,4,Cat_4
2034,465935,Male,No,29,Yes,Entertainment,9.0,Low,1.0,Cat_6,0,Cat_0
2035,465937,Female,No,30,Yes,Healthcare,9.0,Low,3.0,Cat_6,3,Cat_3
2036,465941,Male,Yes,27,Yes,Healthcare,0.0,Low,2.0,Cat_6,4,Cat_4
2037,465948,Female,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_6,5,Cat_5
2038,465953,Female,No,51,Yes,Artist,1.0,Low,1.0,Cat_6,3,Cat_3
2039,465957,Female,No,48,Yes,Marketing,0.0,Low,1.0,Cat_6,3,Cat_3
2040,465960,Female,No,28,Yes,Marketing,9.0,Low,1.0,Cat_6,3,Cat_3
2041,465961,Female,No,40,Yes,Artist,3.0,Low,1.0,Cat_6,3,Cat_3
2042,465963,Male,Yes,51,Yes,Artist,1.0,Low,2.0,Cat_6,4,Cat_4
2043,465965,Female,Yes,36,No,Marketing,8.0,Low,2.0,Cat_6,5,Cat_5
2044,465972,Female,No,51,Yes,Marketing,9.0,Low,1.0,Cat_6,3,Cat_3
2045,465974,Male,Yes,45,Yes,Executive,5.0,High,4.0,Cat_4,1,Cat_1
2046,465975,Male,No,40,Yes,Artist,8.0,Low,1.0,Cat_6,0,Cat_0
2047,465976,Male,No,40,Yes,Artist,0.0,Low,1.0,Cat_7,0,Cat_0
2048,465979,Male,Yes,41,Yes,Artist,2.0,Low,2.0,Cat_6,4,Cat_4
2049,465982,Male,Yes,43,Yes,Entertainment,0.0,Average,4.0,Cat_6,6,Cat_6
2051,465996,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,2,Cat_2
2052,465997,Female,No,31,No,Doctor,0.0,Low,3.0,Cat_6,2,Cat_2
2053,466001,Female,Yes,42,Yes,Entertainment,6.0,Low,2.0,Cat_6,5,Cat_5
2054,466007,Male,Yes,61,No,Artist,0.0,Low,1.0,Cat_7,4,Cat_4
2055,466017,Female,Yes,45,Yes,Homemaker,0.0,Low,1.0,Cat_3,3,Cat_3
2056,466019,Female,Yes,63,Yes,Artist,5.0,Low,1.0,Cat_3,3,Cat_3
2057,466020,Male,Yes,86,No,Lawyer,0.0,Low,1.0,Cat_6,4,Cat_4
2060,466024,Female,Yes,43,No,Entertainment,14.0,Low,2.0,Cat_3,5,Cat_5
2062,466042,Male,Yes,47,No,Entertainment,0.0,Low,2.0,Cat_6,4,Cat_4
2063,466043,Female,Yes,53,Yes,Artist,0.0,Average,4.0,Cat_6,5,Cat_5
2064,466046,Female,Yes,36,No,Entertainment,1.0,Average,2.0,Cat_4,5,Cat_5
2067,466071,Female,Yes,60,Yes,Artist,3.0,Low,3.0,Cat_4,5,Cat_5
2069,466079,Female,Yes,42,No,Engineer,0.0,Low,2.0,Cat_6,5,Cat_5
2070,466082,Female,Yes,89,Yes,Lawyer,1.0,Low,1.0,Cat_6,3,Cat_3
2071,466083,Female,No,23,No,Marketing,4.0,Low,2.0,Cat_3,2,Cat_2
2072,466084,Male,Yes,46,Yes,Homemaker,11.0,Low,1.0,Cat_3,4,Cat_4
2074,466088,Female,No,30,No,Healthcare,0.0,Low,7.0,Cat_6,2,Cat_2
2076,466092,Male,Yes,73,Yes,Artist,0.0,Average,4.0,Cat_6,6,Cat_6
2077,466099,Female,Yes,71,Yes,Lawyer,0.0,Low,1.0,Cat_6,3,Cat_3
2078,466103,Female,Yes,35,No,Engineer,0.0,Low,5.0,Cat_6,2,Cat_2
2079,466109,Male,Yes,52,Yes,Entertainment,1.0,Average,4.0,Cat_6,6,Cat_6
2080,466111,Male,Yes,84,Yes,Lawyer,0.0,Low,2.0,Cat_6,4,Cat_4
2081,466114,Male,Yes,47,Yes,Entertainment,1.0,Average,5.0,Cat_6,6,Cat_6
2082,466115,Male,Yes,39,No,Executive,0.0,Low,2.0,Cat_6,4,Cat_4
2083,466118,Female,Yes,40,No,Engineer,0.0,Low,3.0,Cat_4,5,Cat_5
2084,466124,Female,No,46,Yes,Artist,1.0,Low,1.0,Cat_6,3,Cat_3
2085,466128,Male,No,40,Yes,Artist,3.0,Low,2.0,Cat_6,0,Cat_0
2086,466130,Female,No,27,No,Artist,1.0,Low,6.0,Cat_6,2,Cat_2
2087,466132,Female,No,23,No,Healthcare,4.0,Low,4.0,Cat_7,2,Cat_2
2088,466136,Female,No,21,Yes,Artist,1.0,Low,2.0,Cat_6,3,Cat_3
2089,466138,Male,Yes,70,No,Lawyer,2.0,High,2.0,Cat_6,1,Cat_1
2090,466140,Male,Yes,28,Yes,Entertainment,1.0,Low,2.0,Cat_6,4,Cat_4
2091,466141,Female,Yes,58,Yes,Homemaker,1.0,Low,4.0,Cat_6,5,Cat_5
2092,466142,Female,Yes,27,Yes,Entertainment,0.0,Average,2.0,Cat_6,5,Cat_5
2094,466146,Female,Yes,37,No,Engineer,8.0,Average,3.0,Cat_6,5,Cat_5
2095,466148,Male,Yes,39,No,Entertainment,1.0,Average,4.0,Cat_6,6,Cat_6
2096,466149,Female,No,28,No,Doctor,2.0,Low,4.0,Cat_6,2,Cat_2
2097,466153,Male,Yes,73,No,Entertainment,0.0,Average,2.0,Cat_6,6,Cat_6
2098,466154,Female,Yes,51,Yes,Artist,1.0,Average,5.0,Cat_3,5,Cat_5
2099,466156,Female,Yes,48,Yes,Doctor,8.0,Average,3.0,Cat_2,5,Cat_5
2102,466162,Female,Yes,67,Yes,Doctor,0.0,Low,1.0,Cat_4,3,Cat_3
2103,466166,Male,Yes,77,Yes,Lawyer,0.0,High,2.0,Cat_4,1,Cat_1
2104,466172,Male,Yes,46,Yes,Artist,3.0,Average,3.0,Cat_6,6,Cat_6
2105,466178,Female,Yes,52,Yes,Artist,1.0,Average,4.0,Cat_6,5,Cat_5
2106,466180,Male,Yes,67,No,Lawyer,1.0,Low,1.0,Cat_6,4,Cat_4
2107,466185,Male,Yes,62,Yes,Doctor,0.0,Average,4.0,Cat_6,6,Cat_6
2108,466200,Male,Yes,45,Yes,Doctor,8.0,Average,3.0,Cat_4,6,Cat_6
2109,466201,Male,Yes,40,Yes,Doctor,1.0,Average,5.0,Cat_4,6,Cat_6
2110,466206,Female,Yes,60,Yes,Artist,4.0,Average,2.0,Cat_3,5,Cat_5
2111,466207,Female,Yes,37,Yes,Doctor,8.0,Average,4.0,Cat_2,5,Cat_5
2112,466208,Male,Yes,69,No,Executive,2.0,High,1.0,Cat_6,1,Cat_1
2113,466210,Female,Yes,58,Yes,Artist,1.0,High,4.0,Cat_6,1,Cat_1
2115,466213,Male,No,20,No,Healthcare,2.0,Low,5.0,Cat_6,2,Cat_2
2117,466223,Male,Yes,66,Yes,Artist,0.0,Low,1.0,Cat_4,4,Cat_4
2118,466225,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_2,2,Cat_2
2119,466226,Female,Yes,53,Yes,Artist,0.0,Average,5.0,Cat_6,5,Cat_5
2120,466233,Female,Yes,59,Yes,Homemaker,6.0,Low,1.0,Cat_6,3,Cat_3
2121,466235,Female,Yes,61,Yes,Artist,0.0,Average,4.0,Cat_4,5,Cat_5
2122,466236,Female,Yes,68,Yes,Engineer,1.0,Low,2.0,Cat_4,5,Cat_5
2123,466238,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_4,2,Cat_2
2124,466246,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_2,2,Cat_2
2126,466253,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_2,2,Cat_2
2127,466257,Female,No,27,No,Healthcare,1.0,Low,4.0,Cat_6,2,Cat_2
2129,466268,Female,Yes,67,Yes,Artist,0.0,Average,3.0,Cat_4,5,Cat_5
2130,466271,Male,No,27,No,Entertainment,1.0,Low,3.0,Cat_2,2,Cat_2
2132,466276,Female,No,32,No,Doctor,1.0,Low,5.0,Cat_4,2,Cat_2
2135,466285,Female,No,19,No,Healthcare,1.0,Low,5.0,Cat_2,2,Cat_2
2136,466286,Female,Yes,52,Yes,Artist,1.0,Average,5.0,Cat_2,5,Cat_5
2137,466287,Female,Yes,47,Yes,Doctor,1.0,Average,2.0,Cat_2,5,Cat_5
2138,466289,Male,No,19,No,Healthcare,3.0,Low,5.0,Cat_2,2,Cat_2
2140,466292,Female,Yes,79,No,Lawyer,1.0,High,2.0,Cat_6,1,Cat_1
2141,466297,Female,No,19,No,Healthcare,1.0,Low,4.0,Cat_4,2,Cat_2
2142,466300,Female,Yes,48,Yes,Artist,0.0,Low,3.0,Cat_2,5,Cat_5
2143,466301,Male,Yes,52,Yes,Artist,1.0,Average,3.0,Cat_2,6,Cat_6
2144,466306,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,2,Cat_2
2145,466313,Female,Yes,58,Yes,Artist,1.0,Low,1.0,Cat_4,3,Cat_3
2146,466315,Female,Yes,69,Yes,Engineer,1.0,Low,1.0,Cat_6,3,Cat_3
2147,466317,Male,Yes,37,Yes,Entertainment,4.0,Low,1.0,Cat_6,4,Cat_4
2148,466318,Female,No,30,No,Healthcare,0.0,Low,3.0,Cat_6,2,Cat_2
2150,466320,Female,No,39,Yes,Engineer,8.0,Low,2.0,Cat_4,3,Cat_3
2151,466321,Male,Yes,43,Yes,Entertainment,3.0,Low,2.0,Cat_4,4,Cat_4
2152,466324,Female,No,32,No,Engineer,0.0,Low,1.0,Cat_4,2,Cat_2
2153,466326,Male,No,23,No,Healthcare,0.0,Low,5.0,Cat_3,2,Cat_2
2154,466335,Female,No,30,No,Healthcare,1.0,Low,3.0,Cat_4,2,Cat_2
2155,466337,Female,Yes,41,No,Engineer,1.0,Low,2.0,Cat_4,5,Cat_5
2156,466341,Male,Yes,49,Yes,Artist,1.0,Average,2.0,Cat_5,6,Cat_6
2157,466347,Male,Yes,66,No,Executive,6.0,Low,3.0,Cat_4,4,Cat_4
2158,466352,Female,Yes,67,Yes,Doctor,1.0,Low,2.0,Cat_6,5,Cat_5
2159,466355,Male,No,30,Yes,Healthcare,0.0,Low,2.0,Cat_6,0,Cat_0
2160,466367,Female,No,39,Yes,Doctor,6.0,Low,1.0,Cat_2,3,Cat_3
2162,466372,Female,Yes,57,Yes,Artist,0.0,Average,5.0,Cat_6,5,Cat_5
2163,466373,Male,Yes,63,Yes,Executive,1.0,High,1.0,Cat_6,1,Cat_1
2164,466376,Female,Yes,52,No,Homemaker,4.0,High,3.0,Cat_6,1,Cat_1
2166,466380,Male,Yes,35,Yes,Entertainment,7.0,Low,2.0,Cat_6,4,Cat_4
2167,466381,Male,Yes,52,Yes,Artist,4.0,Average,2.0,Cat_6,6,Cat_6
2168,466382,Female,Yes,45,Yes,Engineer,2.0,High,2.0,Cat_4,5,Cat_5
2169,466387,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_6,6,Cat_6
2170,466389,Female,Yes,45,Yes,Engineer,1.0,Average,2.0,Cat_6,5,Cat_5
2173,466393,Female,Yes,42,No,Entertainment,1.0,Low,6.0,Cat_3,5,Cat_5
